rep age_class pos neg total
259 3 54159 32047 86206
259 4 114404 35018 149422
259 5 120421 7630 128051
259 6 96908 5487 102395
259 7 66957 2176 69133
259 8 69093 729 69822
260 0 6385 68032 74417
260 1 17894 56299 74193
260 2 27869 52174 80043
260 3 30516 55690 86206
260 4 101536 47886 149422
260 5 124270 3781 128051
260 6 99335 3060 102395
260 7 67987 1146 69133
260 8 69389 433 69822
261 0 3328 71089 74417
261 1 22078 52115 74193
261 2 39768 40275 80043
261 3 63422 22784 86206
261 4 111573 37849 149422
261 5 119958 8093 128051
261 6 97936 4459 102395
261 7 67566 1567 69133
261 8 69276 546 69822
262 0 9131 65286 74417
262 1 15945 58248 74193
262 2 22560 57483 80043
262 3 41212 44994 86206
262 4 99462 49960 149422
262 5 112459 15592 128051
262 6 91545 10850 102395
262 7 64811 4322 69133
262 8 68009 1813 69822
263 0 14661 59756 74417
263 1 20434 53759 74193
263 2 28431 51612 80043
263 3 31902 54304 86206
263 4 110969 38453 149422
263 5 120374 7677 128051
263 6 98178 4217 102395
263 7 67622 1511 69133
263 8 69321 501 69822
264 0 3453 70964 74417
264 1 22487 51706 74193
264 2 15483 64560 80043
264 3 41057 45149 86206
264 4 91424 57998 149422
264 5 118466 9585 128051
264 6 94856 7539 102395
264 7 66315 2818 69133
264 8 68970 852 69822
265 0 14280 60137 74417
265 1 63668 10525 74193
265 2 61268 18775 80043
265 3 69419 16787 86206
265 4 134449 14973 149422
265 5 126718 1333 128051
265 6 101671 724 102395
265 7 68833 300 69133
265 8 69755 67 69822
266 0 9554 64863 74417
266 1 34639 39554 74193
266 2 51516 28527 80043
266 3 56378 29828 86206
266 4 117008 32414 149422
266 5 117310 10741 128051
266 6 94923 7472 102395
266 7 66366 2767 69133
266 8 68909 913 69822
267 0 129 74288 74417
267 1 1410 72783 74193
267 2 25013 55030 80043
267 3 36458 49748 86206
267 4 117389 32033 149422
267 5 118007 10044 128051
267 6 95747 6648 102395
267 7 66762 2371 69133
267 8 68785 1037 69822
268 0 12447 61970 74417
268 1 33843 40350 74193
268 2 51422 28621 80043
268 3 52596 33610 86206
268 4 126097 23325 149422
268 5 126288 1763 128051
268 6 101499 896 102395
268 7 68901 232 69133
268 8 69738 84 69822
269 0 9388 65029 74417
269 1 29459 44734 74193
269 2 43502 36541 80043
269 3 44920 41286 86206
269 4 100445 48977 149422
269 5 121679 6372 128051
269 6 97927 4468 102395
269 7 68124 1009 69133
269 8 69450 372 69822
270 0 25340 49077 74417
270 1 37589 36604 74193
270 2 76491 3552 80043
270 3 80213 5993 86206
270 4 142627 6795 149422
270 5 127714 337 128051
270 6 102281 114 102395
270 7 69094 39 69133
270 8 69808 14 69822
271 0 10615 63802 74417
271 1 30457 43736 74193
271 2 31446 48597 80043
271 3 45947 40259 86206
271 4 118275 31147 149422
271 5 122404 5647 128051
271 6 98292 4103 102395
271 7 67663 1470 69133
271 8 69553 269 69822
272 0 43300 31117 74417
272 1 51427 22766 74193
272 2 66957 13086 80043
272 3 80596 5610 86206
272 4 143746 5676 149422
272 5 126815 1236 128051
272 6 101866 529 102395
272 7 69055 78 69133
272 8 69808 14 69822
273 0 6978 67439 74417
273 1 52913 21280 74193
273 2 62319 17724 80043
273 3 84007 2199 86206
273 4 144924 4498 149422
273 5 127824 227 128051
273 6 102258 137 102395
273 7 69118 15 69133
273 8 69821 1 69822
274 0 11625 62792 74417
274 1 16602 57591 74193
274 2 26425 53618 80043
274 3 65238 20968 86206
274 4 131095 18327 149422
274 5 123236 4815 128051
274 6 99500 2895 102395
274 7 67681 1452 69133
274 8 68924 898 69822
275 0 10824 63593 74417
275 1 30432 43761 74193
275 2 53222 26821 80043
275 3 76333 9873 86206
275 4 138817 10605 149422
275 5 126362 1689 128051
275 6 101699 696 102395
275 7 68843 290 69133
275 8 69789 33 69822
276 0 15619 58798 74417
276 1 42629 31564 74193
276 2 43600 36443 80043
276 3 51753 34453 86206
276 4 118741 30681 149422
276 5 123472 4579 128051
276 6 99416 2979 102395
276 7 67876 1257 69133
276 8 69529 293 69822
277 0 2227 72190 74417
277 1 22882 51311 74193
277 2 49733 30310 80043
277 3 51441 34765 86206
277 4 108158 41264 149422
277 5 116587 11464 128051
277 6 95022 7373 102395
277 7 65526 3607 69133
277 8 68291 1531 69822
278 0 6698 67719 74417
278 1 35244 38949 74193
278 2 35898 44145 80043
278 3 50856 35350 86206
278 4 114271 35151 149422
278 5 116296 11755 128051
278 6 94631 7764 102395
278 7 65928 3205 69133
278 8 68705 1117 69822
279 0 17742 56675 74417
279 1 51917 22276 74193
279 2 53297 26746 80043
279 3 71746 14460 86206
279 4 126658 22764 149422
279 5 123997 4054 128051
279 6 100231 2164 102395
279 7 68268 865 69133
279 8 69734 88 69822
280 0 38528 35889 74417
280 1 50324 23869 74193
280 2 51801 28242 80043
280 3 68033 18173 86206
280 4 142939 6483 149422
280 5 125345 2706 128051
280 6 101512 883 102395
280 7 68791 342 69133
280 8 69758 64 69822
281 0 13211 61206 74417
281 1 28057 46136 74193
281 2 27210 52833 80043
281 3 37259 48947 86206
281 4 105649 43773 149422
281 5 114254 13797 128051
281 6 93096 9299 102395
281 7 65679 3454 69133
281 8 68500 1322 69822
282 0 12210 62207 74417
282 1 34508 39685 74193
282 2 52039 28004 80043
282 3 52556 33650 86206
282 4 105589 43833 149422
282 5 118819 9232 128051
282 6 96637 5758 102395
282 7 66291 2842 69133
282 8 68824 998 69822
283 0 18230 56187 74417
283 1 43841 30352 74193
283 2 41373 38670 80043
283 3 78268 7938 86206
283 4 141697 7725 149422
283 5 125837 2214 128051
283 6 101560 835 102395
283 7 68808 325 69133
283 8 69742 80 69822
284 0 13261 61156 74417
284 1 37640 36553 74193
284 2 49657 30386 80043
284 3 74081 12125 86206
284 4 128566 20856 149422
284 5 122234 5817 128051
284 6 98699 3696 102395
284 7 67529 1604 69133
284 8 69336 486 69822
285 0 5921 68496 74417
285 1 26343 47850 74193
285 2 35345 44698 80043
285 3 40716 45490 86206
285 4 101532 47890 149422
285 5 123370 4681 128051
285 6 98824 3571 102395
285 7 67581 1552 69133
285 8 69173 649 69822
286 0 13289 61128 74417
286 1 30877 43316 74193
286 2 25987 54056 80043
286 3 42903 43303 86206
286 4 113671 35751 149422
286 5 127011 1040 128051
286 6 101841 554 102395
286 7 68973 160 69133
286 8 69803 19 69822
287 0 23838 50579 74417
287 1 31561 42632 74193
287 2 34156 45887 80043
287 3 38479 47727 86206
287 4 100243 49179 149422
287 5 123573 4478 128051
287 6 99008 3387 102395
287 7 67763 1370 69133
287 8 69385 437 69822
288 0 10690 63727 74417
288 1 50545 23648 74193
288 2 57638 22405 80043
288 3 78284 7922 86206
288 4 137742 11680 149422
288 5 124507 3544 128051
288 6 100889 1506 102395
288 7 68681 452 69133
288 8 69647 175 69822
289 0 4968 69449 74417
289 1 13813 60380 74193
289 2 55030 25013 80043
289 3 66321 19885 86206
289 4 120103 29319 149422
289 5 124645 3406 128051
289 6 99771 2624 102395
289 7 67976 1157 69133
289 8 69537 285 69822
290 0 9569 64848 74417
290 1 31806 42387 74193
290 2 51816 28227 80043
290 3 69195 17011 86206
290 4 143867 5555 149422
290 5 125943 2108 128051
290 6 101558 837 102395
290 7 68904 229 69133
290 8 69794 28 69822
291 0 8438 65979 74417
291 1 33786 40407 74193
291 2 43837 36206 80043
291 3 64101 22105 86206
291 4 119396 30026 149422
291 5 114604 13447 128051
291 6 93952 8443 102395
291 7 65125 4008 69133
291 8 68173 1649 69822
292 0 508 73909 74417
292 1 20625 53568 74193
292 2 29620 50423 80043
292 3 26647 59559 86206
292 4 120306 29116 149422
292 5 122738 5313 128051
292 6 98301 4094 102395
292 7 67373 1760 69133
292 8 68812 1010 69822
293 0 4756 69661 74417
293 1 28529 45664 74193
293 2 60760 19283 80043
293 3 57030 29176 86206
293 4 114868 34554 149422
293 5 118950 9101 128051
293 6 96635 5760 102395
293 7 66644 2489 69133
293 8 68759 1063 69822
294 0 9978 64439 74417
294 1 43767 30426 74193
294 2 50711 29332 80043
294 3 59643 26563 86206
294 4 135302 14120 149422
294 5 124622 3429 128051
294 6 100131 2264 102395
294 7 68120 1013 69133
294 8 69352 470 69822
295 0 4381 70036 74417
295 1 14217 59976 74193
295 2 46100 33943 80043
295 3 61021 25185 86206
295 4 110869 38553 149422
295 5 118284 9767 128051
295 6 95317 7078 102395
295 7 66549 2584 69133
295 8 68595 1227 69822
296 0 26069 48348 74417
296 1 33866 40327 74193
296 2 33892 46151 80043
296 3 47325 38881 86206
296 4 104123 45299 149422
296 5 116853 11198 128051
296 6 94350 8045 102395
296 7 66282 2851 69133
296 8 68821 1001 69822
297 0 8223 66194 74417
297 1 33849 40344 74193
297 2 42973 37070 80043
297 3 48602 37604 86206
297 4 118812 30610 149422
297 5 126267 1784 128051
297 6 101722 673 102395
297 7 68859 274 69133
297 8 69730 92 69822
298 0 14403 60014 74417
298 1 37412 36781 74193
298 2 44776 35267 80043
298 3 65022 21184 86206
298 4 141391 8031 149422
298 5 124615 3436 128051
298 6 100940 1455 102395
298 7 68548 585 69133
298 8 69785 37 69822
299 0 11482 62935 74417
299 1 41574 32619 74193
299 2 63779 16264 80043
299 3 78588 7618 86206
299 4 144626 4796 149422
299 5 127137 914 128051
299 6 101905 490 102395
299 7 68958 175 69133
299 8 69787 35 69822
300 0 27927 46490 74417
300 1 69168 5025 74193
300 2 73830 6213 80043
300 3 80239 5967 86206
300 4 144878 4544 149422
300 5 127244 807 128051
300 6 102094 301 102395
300 7 69032 101 69133
300 8 69807 15 69822
301 0 1181 73236 74417
301 1 1266 72927 74193
301 2 10777 69266 80043
301 3 32029 54177 86206
301 4 104491 44931 149422
301 5 111448 16603 128051
301 6 91396 10999 102395
301 7 64023 5110 69133
301 8 67645 2177 69822
302 0 15307 59110 74417
302 1 45466 28727 74193
302 2 64938 15105 80043
302 3 73484 12722 86206
302 4 146650 2772 149422
302 5 127362 689 128051
302 6 102117 278 102395
302 7 69043 90 69133
302 8 69810 12 69822
303 0 14764 59653 74417
303 1 29696 44497 74193
303 2 59408 20635 80043
303 3 61923 24283 86206
303 4 120698 28724 149422
303 5 125052 2999 128051
303 6 100367 2028 102395
303 7 68215 918 69133
303 8 69608 214 69822
304 0 14271 60146 74417
304 1 30404 43789 74193
304 2 52137 27906 80043
304 3 83475 2731 86206
304 4 146498 2924 149422
304 5 127857 194 128051
304 6 102275 120 102395
304 7 69122 11 69133
304 8 69822 0 69822
305 0 7518 66899 74417
305 1 28054 46139 74193
305 2 30275 49768 80043
305 3 72441 13765 86206
305 4 121015 28407 149422
305 5 122493 5558 128051
305 6 98624 3771 102395
305 7 67680 1453 69133
305 8 69075 747 69822
306 0 10772 63645 74417
306 1 13938 60255 74193
306 2 18371 61672 80043
306 3 30404 55802 86206
306 4 137656 11766 149422
306 5 122240 5811 128051
306 6 99427 2968 102395
306 7 67879 1254 69133
306 8 69267 555 69822
307 0 7214 67203 74417
307 1 33547 40646 74193
307 2 43600 36443 80043
307 3 46757 39449 86206
307 4 135548 13874 149422
307 5 125219 2832 128051
307 6 100795 1600 102395
307 7 68637 496 69133
307 8 69741 81 69822
308 0 14222 60195 74417
308 1 33453 40740 74193
308 2 49605 30438 80043
308 3 46607 39599 86206
308 4 120447 28975 149422
308 5 127262 789 128051
308 6 101578 817 102395
308 7 68917 216 69133
308 8 69808 14 69822
309 0 26751 47666 74417
309 1 67382 6811 74193
309 2 69752 10291 80043
309 3 77295 8911 86206
309 4 141868 7554 149422
309 5 127452 599 128051
309 6 102027 368 102395
309 7 69060 73 69133
309 8 69822 0 69822
310 0 10929 63488 74417
310 1 16928 57265 74193
310 2 17482 62561 80043
310 3 35188 51018 86206
310 4 82436 66986 149422
310 5 111271 16780 128051
310 6 88847 13548 102395
310 7 63137 5996 69133
310 8 66692 3130 69822
311 0 7341 67076 74417
311 1 26454 47739 74193
311 2 49328 30715 80043
311 3 59425 26781 86206
311 4 102524 46898 149422
311 5 110566 17485 128051
311 6 89909 12486 102395
311 7 63065 6068 69133
311 8 65913 3909 69822
312 0 2839 71578 74417
312 1 4433 69760 74193
312 2 25948 54095 80043
312 3 31556 54650 86206
312 4 93301 56121 149422
312 5 112497 15554 128051
312 6 93392 9003 102395
312 7 65504 3629 69133
312 8 68281 1541 69822
313 0 8615 65802 74417
313 1 14776 59417 74193
313 2 33717 46326 80043
313 3 68472 17734 86206
313 4 122415 27007 149422
313 5 124265 3786 128051
313 6 99753 2642 102395
313 7 67736 1397 69133
313 8 69482 340 69822
314 0 10256 64161 74417
314 1 13109 61084 74193
314 2 21413 58630 80043
314 3 70953 15253 86206
314 4 135511 13911 149422
314 5 127560 491 128051
314 6 102067 328 102395
314 7 69076 57 69133
314 8 69810 12 69822
315 0 19380 55037 74417
315 1 50549 23644 74193
315 2 68013 12030 80043
315 3 74580 11626 86206
315 4 147174 2248 149422
315 5 127006 1045 128051
315 6 102050 345 102395
315 7 69092 41 69133
315 8 69795 27 69822
316 0 6220 68197 74417
316 1 33896 40297 74193
316 2 64569 15474 80043
316 3 59648 26558 86206
316 4 120922 28500 149422
316 5 122624 5427 128051
316 6 98694 3701 102395
316 7 67685 1448 69133
316 8 69317 505 69822
317 0 3631 70786 74417
317 1 28564 45629 74193
317 2 28574 51469 80043
317 3 47621 38585 86206
317 4 131925 17497 149422
317 5 123725 4326 128051
317 6 99591 2804 102395
317 7 68320 813 69133
317 8 69554 268 69822
318 0 10329 64088 74417
318 1 26316 47877 74193
318 2 38621 41422 80043
318 3 64585 21621 86206
318 4 123723 25699 149422
318 5 125143 2908 128051
318 6 100033 2362 102395
318 7 68367 766 69133
318 8 69653 169 69822
319 0 17110 57307 74417
319 1 52265 21928 74193
319 2 53765 26278 80043
319 3 61255 24951 86206
319 4 122745 26677 149422
319 5 123072 4979 128051
319 6 99099 3296 102395
319 7 67891 1242 69133
319 8 69577 245 69822
320 0 4313 70104 74417
320 1 26562 47631 74193
320 2 49196 30847 80043
320 3 65333 20873 86206
320 4 119233 30189 149422
320 5 126828 1223 128051
320 6 101516 879 102395
320 7 68776 357 69133
320 8 69732 90 69822
321 0 8831 65586 74417
321 1 32836 41357 74193
321 2 34666 45377 80043
321 3 78976 7230 86206
321 4 138498 10924 149422
321 5 124792 3259 128051
321 6 100743 1652 102395
321 7 68465 668 69133
321 8 69629 193 69822
322 0 470 73947 74417
322 1 6119 68074 74193
322 2 15393 64650 80043
322 3 27920 58286 86206
322 4 78435 70987 149422
322 5 103981 24070 128051
322 6 85534 16861 102395
322 7 60489 8644 69133
322 8 65676 4146 69822
323 0 19600 54817 74417
323 1 38958 35235 74193
323 2 36143 43900 80043
323 3 59175 27031 86206
323 4 122978 26444 149422
323 5 123187 4864 128051
323 6 98965 3430 102395
323 7 67730 1403 69133
323 8 69277 545 69822
324 0 18064 56353 74417
324 1 23157 51036 74193
324 2 32543 47500 80043
324 3 44315 41891 86206
324 4 120886 28536 149422
324 5 125108 2943 128051
324 6 101004 1391 102395
324 7 68456 677 69133
324 8 69691 131 69822
325 0 1651 72766 74417
325 1 11710 62483 74193
325 2 13283 66760 80043
325 3 31619 54587 86206
325 4 119111 30311 149422
325 5 121080 6971 128051
325 6 99798 2597 102395
325 7 67646 1487 69133
325 8 69200 622 69822
326 0 7448 66969 74417
326 1 21010 53183 74193
326 2 45609 34434 80043
326 3 61671 24535 86206
326 4 130823 18599 149422
326 5 124654 3397 128051
326 6 100324 2071 102395
326 7 68229 904 69133
326 8 69543 279 69822
327 0 36 74381 74417
327 1 2440 71753 74193
327 2 21795 58248 80043
327 3 18169 68037 86206
327 4 93916 55506 149422
327 5 109130 18921 128051
327 6 89391 13004 102395
327 7 63394 5739 69133
327 8 67035 2787 69822
328 0 27083 47334 74417
328 1 48189 26004 74193
328 2 57648 22395 80043
328 3 82799 3407 86206
328 4 146268 3154 149422
328 5 127627 424 128051
328 6 102221 174 102395
328 7 69101 32 69133
328 8 69816 6 69822
329 0 6878 67539 74417
329 1 32008 42185 74193
329 2 41081 38962 80043
329 3 52809 33397 86206
329 4 134281 15141 149422
329 5 124275 3776 128051
329 6 100337 2058 102395
329 7 68415 718 69133
329 8 69648 174 69822
330 0 6880 67537 74417
330 1 7777 66416 74193
330 2 26994 53049 80043
330 3 65464 20742 86206
330 4 114799 34623 149422
330 5 119214 8837 128051
330 6 97060 5335 102395
330 7 66920 2213 69133
330 8 69335 487 69822
331 0 1389 73028 74417
331 1 26969 47224 74193
331 2 32268 47775 80043
331 3 39835 46371 86206
331 4 134068 15354 149422
331 5 125570 2481 128051
331 6 100784 1611 102395
331 7 68471 662 69133
331 8 69617 205 69822
332 0 8453 65964 74417
332 1 23721 50472 74193
332 2 37993 42050 80043
332 3 37397 48809 86206
332 4 99019 50403 149422
332 5 121434 6617 128051
332 6 97935 4460 102395
332 7 67678 1455 69133
332 8 69444 378 69822
333 0 13860 60557 74417
333 1 29278 44915 74193
333 2 42990 37053 80043
333 3 69354 16852 86206
333 4 140473 8949 149422
333 5 125358 2693 128051
333 6 100858 1537 102395
333 7 68664 469 69133
333 8 69775 47 69822
334 0 8561 65856 74417
334 1 28667 45526 74193
334 2 45025 35018 80043
334 3 49821 36385 86206
334 4 131253 18169 149422
334 5 123885 4166 128051
334 6 99761 2634 102395
334 7 68251 882 69133
334 8 69701 121 69822
335 0 15254 59163 74417
335 1 38584 35609 74193
335 2 40240 39803 80043
335 3 49361 36845 86206
335 4 141294 8128 149422
335 5 125418 2633 128051
335 6 101015 1380 102395
335 7 68713 420 69133
335 8 69763 59 69822
336 0 8804 65613 74417
336 1 17044 57149 74193
336 2 28286 51757 80043
336 3 45829 40377 86206
336 4 133567 15855 149422
336 5 125738 2313 128051
336 6 101045 1350 102395
336 7 68605 528 69133
336 8 69654 168 69822
337 0 16608 57809 74417
337 1 34870 39323 74193
337 2 48437 31606 80043
337 3 73318 12888 86206
337 4 128031 21391 149422
337 5 123678 4373 128051
337 6 100020 2375 102395
337 7 68075 1058 69133
337 8 69541 281 69822
338 0 16867 57550 74417
338 1 53387 20806 74193
338 2 70850 9193 80043
338 3 74879 11327 86206
338 4 138974 10448 149422
338 5 127019 1032 128051
338 6 101874 521 102395
338 7 68975 158 69133
338 8 69815 7 69822
339 0 13663 60754 74417
339 1 24892 49301 74193
339 2 47373 32670 80043
339 3 81933 4273 86206
339 4 144530 4892 149422
339 5 126998 1053 128051
339 6 101845 550 102395
339 7 69025 108 69133
339 8 69776 46 69822
340 0 13199 61218 74417
340 1 64440 9753 74193
340 2 72812 7231 80043
340 3 79462 6744 86206
340 4 140502 8920 149422
340 5 126874 1177 128051
340 6 101746 649 102395
340 7 68933 200 69133
340 8 69785 37 69822
341 0 16327 58090 74417
341 1 23048 51145 74193
341 2 50138 29905 80043
341 3 57682 28524 86206
341 4 141777 7645 149422
341 5 126501 1550 128051
341 6 101756 639 102395
341 7 68991 142 69133
341 8 69782 40 69822
342 0 8163 66254 74417
342 1 15919 58274 74193
342 2 50748 29295 80043
342 3 77015 9191 86206
342 4 139905 9517 149422
342 5 127550 501 128051
342 6 101990 405 102395
342 7 68988 145 69133
342 8 69813 9 69822
343 0 3456 70961 74417
343 1 12784 61409 74193
343 2 26493 53550 80043
343 3 41165 45041 86206
343 4 117414 32008 149422
343 5 117598 10453 128051
343 6 96099 6296 102395
343 7 66572 2561 69133
343 8 68675 1147 69822
344 0 610 73807 74417
344 1 35674 38519 74193
344 2 45675 34368 80043
344 3 45922 40284 86206
344 4 115150 34272 149422
344 5 126523 1528 128051
344 6 101567 828 102395
344 7 68882 251 69133
344 8 69762 60 69822
345 0 15034 59383 74417
345 1 58453 15740 74193
345 2 53575 26468 80043
345 3 61456 24750 86206
345 4 118017 31405 149422
345 5 124538 3513 128051
345 6 100209 2186 102395
345 7 68206 927 69133
345 8 69676 146 69822
346 0 10011 64406 74417
346 1 22948 51245 74193
346 2 41775 38268 80043
346 3 50562 35644 86206
346 4 135649 13773 149422
346 5 123810 4241 128051
346 6 99905 2490 102395
346 7 68347 786 69133
346 8 69556 266 69822
347 0 22580 51837 74417
347 1 39758 34435 74193
347 2 55654 24389 80043
347 3 83277 2929 86206
347 4 140097 9325 149422
347 5 126262 1789 128051
347 6 101712 683 102395
347 7 68844 289 69133
347 8 69727 95 69822
348 0 8620 65797 74417
348 1 29155 45038 74193
348 2 54036 26007 80043
348 3 68886 17320 86206
348 4 126602 22820 149422
348 5 119486 8565 128051
348 6 97735 4660 102395
348 7 67047 2086 69133
348 8 69145 677 69822
349 0 8156 66261 74417
349 1 26354 47839 74193
349 2 24046 55997 80043
349 3 39498 46708 86206
349 4 114767 34655 149422
349 5 118531 9520 128051
349 6 95858 6537 102395
349 7 66781 2352 69133
349 8 69005 817 69822
350 0 1188 73229 74417
350 1 30977 43216 74193
350 2 40774 39269 80043
350 3 58246 27960 86206
350 4 106911 42511 149422
350 5 115541 12510 128051
350 6 93281 9114 102395
350 7 64886 4247 69133
350 8 67834 1988 69822
351 0 17367 57050 74417
351 1 45888 28305 74193
351 2 57431 22612 80043
351 3 63750 22456 86206
351 4 138050 11372 149422
351 5 126445 1606 128051
351 6 101664 731 102395
351 7 68951 182 69133
351 8 69748 74 69822
352 0 2163 72254 74417
352 1 29858 44335 74193
352 2 23685 56358 80043
352 3 74093 12113 86206
352 4 127092 22330 149422
352 5 123993 4058 128051
352 6 99456 2939 102395
352 7 67979 1154 69133
352 8 69248 574 69822
353 0 2254 72163 74417
353 1 36793 37400 74193
353 2 50618 29425 80043
353 3 81219 4987 86206
353 4 136447 12975 149422
353 5 124446 3605 128051
353 6 101113 1282 102395
353 7 68688 445 69133
353 8 69764 58 69822
354 0 31287 43130 74417
354 1 46223 27970 74193
354 2 51687 28356 80043
354 3 72725 13481 86206
354 4 125631 23791 149422
354 5 121759 6292 128051
354 6 98666 3729 102395
354 7 67476 1657 69133
354 8 69239 583 69822
355 0 11712 62705 74417
355 1 44147 30046 74193
355 2 38239 41804 80043
355 3 53756 32450 86206
355 4 133538 15884 149422
355 5 126909 1142 128051
355 6 101711 684 102395
355 7 68867 266 69133
355 8 69775 47 69822
356 0 9359 65058 74417
356 1 52102 22091 74193
356 2 52554 27489 80043
356 3 60544 25662 86206
356 4 128900 20522 149422
356 5 126117 1934 128051
356 6 101337 1058 102395
356 7 68773 360 69133
356 8 69713 109 69822
357 0 11975 62442 74417
357 1 47866 26327 74193
357 2 52411 27632 80043
357 3 73045 13161 86206
357 4 136778 12644 149422
357 5 126615 1436 128051
357 6 101607 788 102395
357 7 68984 149 69133
357 8 69818 4 69822
358 0 9195 65222 74417
358 1 21740 52453 74193
358 2 28956 51087 80043
358 3 52663 33543 86206
358 4 127437 21985 149422
358 5 122149 5902 128051
358 6 98799 3596 102395
358 7 67904 1229 69133
358 8 69319 503 69822
359 0 12343 62074 74417
359 1 35251 38942 74193
359 2 59968 20075 80043
359 3 69112 17094 86206
359 4 130737 18685 149422
359 5 121697 6354 128051
359 6 99505 2890 102395
359 7 67956 1177 69133
359 8 69492 330 69822
360 0 22009 52408 74417
360 1 39968 34225 74193
360 2 51428 28615 80043
360 3 63901 22305 86206
360 4 115069 34353 149422
360 5 123539 4512 128051
360 6 98817 3578 102395
360 7 67734 1399 69133
360 8 69390 432 69822
361 0 10828 63589 74417
361 1 21665 52528 74193
361 2 44868 35175 80043
361 3 73943 12263 86206
361 4 129163 20259 149422
361 5 124588 3463 128051
361 6 100747 1648 102395
361 7 68319 814 69133
361 8 69688 134 69822
362 0 961 73456 74417
362 1 10800 63393 74193
362 2 23140 56903 80043
362 3 40787 45419 86206
362 4 98225 51197 149422
362 5 112989 15062 128051
362 6 91470 10925 102395
362 7 63726 5407 69133
362 8 67328 2494 69822
363 0 6644 67773 74417
363 1 13876 60317 74193
363 2 41648 38395 80043
363 3 48816 37390 86206
363 4 129897 19525 149422
363 5 124196 3855 128051
363 6 99705 2690 102395
363 7 68298 835 69133
363 8 69635 187 69822
364 0 15579 58838 74417
364 1 59097 15096 74193
364 2 60440 19603 80043
364 3 73363 12843 86206
364 4 141519 7903 149422
364 5 126659 1392 128051
364 6 101953 442 102395
364 7 68985 148 69133
364 8 69820 2 69822
365 0 2397 72020 74417
365 1 15665 58528 74193
365 2 45973 34070 80043
365 3 68954 17252 86206
365 4 126863 22559 149422
365 5 120102 7949 128051
365 6 98088 4307 102395
365 7 67281 1852 69133
365 8 69178 644 69822
366 0 9059 65358 74417
366 1 17416 56777 74193
366 2 26144 53899 80043
366 3 38695 47511 86206
366 4 116604 32818 149422
366 5 119267 8784 128051
366 6 96542 5853 102395
366 7 66525 2608 69133
366 8 69346 476 69822
367 0 6865 67552 74417
367 1 19040 55153 74193
367 2 27267 52776 80043
367 3 33850 52356 86206
367 4 100472 48950 149422
367 5 122503 5548 128051
367 6 98689 3706 102395
367 7 67755 1378 69133
367 8 69228 594 69822
368 0 5161 69256 74417
368 1 20419 53774 74193
368 2 28858 51185 80043
368 3 41384 44822 86206
368 4 110573 38849 149422
368 5 120169 7882 128051
368 6 96740 5655 102395
368 7 66974 2159 69133
368 8 69010 812 69822
369 0 27337 47080 74417
369 1 60493 13700 74193
369 2 78781 1262 80043
369 3 82520 3686 86206
369 4 146303 3119 149422
369 5 127472 579 128051
369 6 102092 303 102395
369 7 69073 60 69133
369 8 69815 7 69822
370 0 14009 60408 74417
370 1 58754 15439 74193
370 2 62787 17256 80043
370 3 68317 17889 86206
370 4 131800 17622 149422
370 5 125513 2538 128051
370 6 101102 1293 102395
370 7 68596 537 69133
370 8 69708 114 69822
371 0 7755 66662 74417
371 1 24228 49965 74193
371 2 37893 42150 80043
371 3 48153 38053 86206
371 4 115319 34103 149422
371 5 119607 8444 128051
371 6 97673 4722 102395
371 7 67136 1997 69133
371 8 69072 750 69822
372 0 5954 68463 74417
372 1 12575 61618 74193
372 2 14560 65483 80043
372 3 24719 61487 86206
372 4 122930 26492 149422
372 5 116623 11428 128051
372 6 95729 6666 102395
372 7 66050 3083 69133
372 8 68710 1112 69822
373 0 13278 61139 74417
373 1 22247 51946 74193
373 2 23289 56754 80043
373 3 59031 27175 86206
373 4 113558 35864 149422
373 5 116417 11634 128051
373 6 94923 7472 102395
373 7 65994 3139 69133
373 8 68295 1527 69822
374 0 48212 26205 74417
374 1 58713 15480 74193
374 2 69570 10473 80043
374 3 76776 9430 86206
374 4 141812 7610 149422
374 5 127019 1032 128051
374 6 102096 299 102395
374 7 68998 135 69133
374 8 69805 17 69822
375 0 10761 63656 74417
375 1 24315 49878 74193
375 2 29911 50132 80043
375 3 51434 34772 86206
375 4 123425 25997 149422
375 5 118956 9095 128051
375 6 97829 4566 102395
375 7 67511 1622 69133
375 8 69230 592 69822
376 0 9126 65291 74417
376 1 15040 59153 74193
376 2 54971 25072 80043
376 3 61191 25015 86206
376 4 115593 33829 149422
376 5 119566 8485 128051
376 6 96599 5796 102395
376 7 66501 2632 69133
376 8 68619 1203 69822
377 0 827 73590 74417
377 1 20806 53387 74193
377 2 45874 34169 80043
377 3 45757 40449 86206
377 4 95772 53650 149422
377 5 116015 12036 128051
377 6 93594 8801 102395
377 7 64769 4364 69133
377 8 67913 1909 69822
378 0 3229 71188 74417
378 1 22011 52182 74193
378 2 18040 62003 80043
378 3 28849 57357 86206
378 4 117526 31896 149422
378 5 124894 3157 128051
378 6 99994 2401 102395
378 7 68290 843 69133
378 8 69567 255 69822
379 0 15659 58758 74417
379 1 49002 25191 74193
379 2 62636 17407 80043
379 3 65451 20755 86206
379 4 131443 17979 149422
379 5 125143 2908 128051
379 6 100777 1618 102395
379 7 68432 701 69133
379 8 69602 220 69822
380 0 3784 70633 74417
380 1 8751 65442 74193
380 2 25417 54626 80043
380 3 41798 44408 86206
380 4 103097 46325 149422
380 5 109244 18807 128051
