rep age_class pos neg total
750 5 118332 9719 128051
750 6 96809 5586 102395
750 7 66506 2627 69133
750 8 68600 1222 69822
751 0 28500 45917 74417
751 1 52311 21882 74193
751 2 68975 11068 80043
751 3 85755 451 86206
751 4 148609 813 149422
751 5 127922 129 128051
751 6 102329 66 102395
751 7 69117 16 69133
751 8 69822 0 69822
752 0 3523 70894 74417
752 1 17066 57127 74193
752 2 26366 53677 80043
752 3 45641 40565 86206
752 4 125454 23968 149422
752 5 120973 7078 128051
752 6 97731 4664 102395
752 7 67310 1823 69133
752 8 69076 746 69822
753 0 14930 59487 74417
753 1 42598 31595 74193
753 2 44841 35202 80043
753 3 49919 36287 86206
753 4 101351 48071 149422
753 5 117394 10657 128051
753 6 94766 7629 102395
753 7 65778 3355 69133
753 8 68536 1286 69822
754 0 7885 66532 74417
754 1 45409 28784 74193
754 2 66325 13718 80043
754 3 71880 14326 86206
754 4 139697 9725 149422
754 5 123662 4389 128051
754 6 100642 1753 102395
754 7 68357 776 69133
754 8 69679 143 69822
755 0 12859 61558 74417
755 1 30974 43219 74193
755 2 51608 28435 80043
755 3 82125 4081 86206
755 4 137238 12184 149422
755 5 127275 776 128051
755 6 101884 511 102395
755 7 69056 77 69133
755 8 69818 4 69822
756 0 1525 72892 74417
756 1 25924 48269 74193
756 2 55312 24731 80043
756 3 78940 7266 86206
756 4 147052 2370 149422
756 5 126661 1390 128051
756 6 101800 595 102395
756 7 68926 207 69133
756 8 69770 52 69822
757 0 35017 39400 74417
757 1 53523 20670 74193
757 2 53689 26354 80043
757 3 83565 2641 86206
757 4 142100 7322 149422
757 5 127387 664 128051
757 6 101935 460 102395
757 7 68940 193 69133
757 8 69798 24 69822
758 0 11700 62717 74417
758 1 26464 47729 74193
758 2 37829 42214 80043
758 3 50862 35344 86206
758 4 117386 32036 149422
758 5 123025 5026 128051
758 6 99620 2775 102395
758 7 68122 1011 69133
758 8 69581 241 69822
759 0 7556 66861 74417
759 1 15420 58773 74193
759 2 28343 51700 80043
759 3 25935 60271 86206
759 4 101837 47585 149422
759 5 119779 8272 128051
759 6 96331 6064 102395
759 7 66639 2494 69133
759 8 68620 1202 69822
760 0 7993 66424 74417
760 1 40485 33708 74193
760 2 49033 31010 80043
760 3 53560 32646 86206
760 4 131151 18271 149422
760 5 126196 1855 128051
760 6 100940 1455 102395
760 7 68612 521 69133
760 8 69727 95 69822
761 0 11459 62958 74417
761 1 22074 52119 74193
761 2 53381 26662 80043
761 3 72277 13929 86206
761 4 139129 10293 149422
761 5 125935 2116 128051
761 6 101483 912 102395
761 7 68903 230 69133
761 8 69806 16 69822
762 0 3686 70731 74417
762 1 10275 63918 74193
762 2 17015 63028 80043
762 3 45687 40519 86206
762 4 71014 78408 149422
762 5 101532 26519 128051
762 6 82155 20240 102395
762 7 59423 9710 69133
762 8 64463 5359 69822
763 0 9966 64451 74417
763 1 41244 32949 74193
763 2 74200 5843 80043
763 3 77210 8996 86206
763 4 142820 6602 149422
763 5 127279 772 128051
763 6 102155 240 102395
763 7 69062 71 69133
763 8 69822 0 69822
764 0 12312 62105 74417
764 1 19586 54607 74193
764 2 22476 57567 80043
764 3 42492 43714 86206
764 4 105823 43599 149422
764 5 123280 4771 128051
764 6 98851 3544 102395
764 7 67487 1646 69133
764 8 69355 467 69822
765 0 7179 67238 74417
765 1 26223 47970 74193
765 2 36955 43088 80043
765 3 69542 16664 86206
765 4 143249 6173 149422
765 5 126888 1163 128051
765 6 102050 345 102395
765 7 69032 101 69133
765 8 69819 3 69822
766 0 575 73842 74417
766 1 70713 3480 74193
766 2 74474 5569 80043
766 3 81505 4701 86206
766 4 145174 4248 149422
766 5 127848 203 128051
766 6 102308 87 102395
766 7 69112 21 69133
766 8 69822 0 69822
767 0 12707 61710 74417
767 1 32312 41881 74193
767 2 65390 14653 80043
767 3 81630 4576 86206
767 4 146726 2696 149422
767 5 126740 1311 128051
767 6 102042 353 102395
767 7 69017 116 69133
767 8 69786 36 69822
768 0 4509 69908 74417
768 1 31201 42992 74193
768 2 44687 35356 80043
768 3 73007 13199 86206
768 4 142744 6678 149422
768 5 126090 1961 128051
768 6 101252 1143 102395
768 7 68750 383 69133
768 8 69767 55 69822
769 0 4918 69499 74417
769 1 29651 44542 74193
769 2 36571 43472 80043
769 3 42718 43488 86206
769 4 107013 42409 149422
769 5 125184 2867 128051
769 6 100560 1835 102395
769 7 68542 591 69133
769 8 69678 144 69822
770 0 237 74180 74417
770 1 20106 54087 74193
770 2 47543 32500 80043
770 3 57150 29056 86206
770 4 133620 15802 149422
770 5 125738 2313 128051
770 6 101033 1362 102395
770 7 68728 405 69133
770 8 69804 18 69822
771 0 174 74243 74417
771 1 18814 55379 74193
771 2 51311 28732 80043
771 3 82271 3935 86206
771 4 142546 6876 149422
771 5 126788 1263 128051
771 6 101647 748 102395
771 7 68954 179 69133
771 8 69788 34 69822
772 0 10667 63750 74417
772 1 29021 45172 74193
772 2 33268 46775 80043
772 3 36194 50012 86206
772 4 126438 22984 149422
772 5 122929 5122 128051
772 6 99243 3152 102395
772 7 67578 1555 69133
772 8 69265 557 69822
773 0 11788 62629 74417
773 1 43923 30270 74193
773 2 41082 38961 80043
773 3 55235 30971 86206
773 4 135249 14173 149422
773 5 124834 3217 128051
773 6 100568 1827 102395
773 7 68615 518 69133
773 8 69680 142 69822
774 0 6044 68373 74417
774 1 19626 54567 74193
774 2 37074 42969 80043
774 3 71766 14440 86206
774 4 123522 25900 149422
774 5 120761 7290 128051
774 6 97694 4701 102395
774 7 67249 1884 69133
774 8 69178 644 69822
775 0 24159 50258 74417
775 1 40773 33420 74193
775 2 43486 36557 80043
775 3 64378 21828 86206
775 4 143804 5618 149422
775 5 126825 1226 128051
775 6 101582 813 102395
775 7 68929 204 69133
775 8 69726 96 69822
776 0 9352 65065 74417
776 1 32977 41216 74193
776 2 67702 12341 80043
776 3 67294 18912 86206
776 4 125506 23916 149422
776 5 123556 4495 128051
776 6 100054 2341 102395
776 7 68030 1103 69133
776 8 69387 435 69822
777 0 30332 44085 74417
777 1 54367 19826 74193
777 2 71049 8994 80043
777 3 73419 12787 86206
777 4 136567 12855 149422
777 5 125750 2301 128051
777 6 100978 1417 102395
777 7 68549 584 69133
777 8 69658 164 69822
778 0 12130 62287 74417
778 1 30669 43524 74193
778 2 51619 28424 80043
778 3 52946 33260 86206
778 4 142028 7394 149422
778 5 127320 731 128051
778 6 102006 389 102395
778 7 68991 142 69133
778 8 69803 19 69822
779 0 8162 66255 74417
779 1 16558 57635 74193
779 2 21328 58715 80043
779 3 46487 39719 86206
779 4 87900 61522 149422
779 5 116556 11495 128051
779 6 95475 6920 102395
779 7 65984 3149 69133
779 8 68724 1098 69822
780 0 11154 63263 74417
780 1 22589 51604 74193
780 2 23833 56210 80043
780 3 34851 51355 86206
780 4 112923 36499 149422
780 5 125481 2570 128051
780 6 100451 1944 102395
780 7 68573 560 69133
780 8 69639 183 69822
781 0 10975 63442 74417
781 1 16577 57616 74193
781 2 61199 18844 80043
781 3 57984 28222 86206
781 4 119210 30212 149422
781 5 120833 7218 128051
781 6 98260 4135 102395
781 7 67851 1282 69133
781 8 69607 215 69822
782 0 1732 72685 74417
782 1 7947 66246 74193
782 2 26182 53861 80043
782 3 48685 37521 86206
782 4 97910 51512 149422
782 5 113450 14601 128051
782 6 91889 10506 102395
782 7 65505 3628 69133
782 8 68029 1793 69822
783 0 12298 62119 74417
783 1 36147 38046 74193
783 2 57380 22663 80043
783 3 67537 18669 86206
783 4 123940 25482 149422
783 5 125370 2681 128051
783 6 100457 1938 102395
783 7 68562 571 69133
783 8 69611 211 69822
784 0 10612 63805 74417
784 1 22317 51876 74193
784 2 65875 14168 80043
784 3 60533 25673 86206
784 4 117737 31685 149422
784 5 120597 7454 128051
784 6 97094 5301 102395
784 7 66662 2471 69133
784 8 69113 709 69822
785 0 23971 50446 74417
785 1 30141 44052 74193
785 2 43430 36613 80043
785 3 46401 39805 86206
785 4 107657 41765 149422
785 5 121455 6596 128051
785 6 97844 4551 102395
785 7 67360 1773 69133
785 8 69330 492 69822
786 0 12330 62087 74417
786 1 45704 28489 74193
786 2 44856 35187 80043
786 3 62729 23477 86206
786 4 118213 31209 149422
786 5 117745 10306 128051
786 6 95116 7279 102395
786 7 65690 3443 69133
786 8 68413 1409 69822
787 0 14822 59595 74417
787 1 31763 42430 74193
787 2 67648 12395 80043
787 3 69463 16743 86206
787 4 136681 12741 149422
787 5 126558 1493 128051
787 6 101869 526 102395
787 7 68893 240 69133
787 8 69780 42 69822
788 0 27099 47318 74417
788 1 30899 43294 74193
788 2 37847 42196 80043
788 3 57285 28921 86206
788 4 120246 29176 149422
788 5 119460 8591 128051
788 6 96790 5605 102395
788 7 66692 2441 69133
788 8 69240 582 69822
789 0 11400 63017 74417
789 1 39001 35192 74193
789 2 40943 39100 80043
789 3 64382 21824 86206
789 4 135742 13680 149422
789 5 126187 1864 128051
789 6 101200 1195 102395
789 7 68725 408 69133
789 8 69706 116 69822
790 0 8456 65961 74417
790 1 32986 41207 74193
790 2 48663 31380 80043
790 3 58854 27352 86206
790 4 117081 32341 149422
790 5 117013 11038 128051
790 6 94570 7825 102395
790 7 65150 3983 69133
790 8 68476 1346 69822
791 0 15144 59273 74417
791 1 48974 25219 74193
791 2 64031 16012 80043
791 3 68784 17422 86206
791 4 138108 11314 149422
791 5 127326 725 128051
791 6 102053 342 102395
791 7 69023 110 69133
791 8 69810 12 69822
792 0 31149 43268 74417
792 1 44586 29607 74193
792 2 47233 32810 80043
792 3 51063 35143 86206
792 4 108527 40895 149422
792 5 117143 10908 128051
792 6 94426 7969 102395
792 7 65540 3593 69133
792 8 68703 1119 69822
793 0 6598 67819 74417
793 1 25507 48686 74193
793 2 45320 34723 80043
793 3 75923 10283 86206
793 4 132515 16907 149422
793 5 125731 2320 128051
793 6 101194 1201 102395
793 7 68862 271 69133
793 8 69778 44 69822
794 0 6955 67462 74417
794 1 17640 56553 74193
794 2 27114 52929 80043
794 3 26859 59347 86206
794 4 105375 44047 149422
794 5 113934 14117 128051
794 6 91666 10729 102395
794 7 64760 4373 69133
794 8 67482 2340 69822
795 0 2603 71814 74417
795 1 22440 51753 74193
795 2 25439 54604 80043
795 3 43974 42232 86206
795 4 121847 27575 149422
795 5 124867 3184 128051
795 6 99994 2401 102395
795 7 68352 781 69133
795 8 69714 108 69822
796 0 4315 70102 74417
796 1 23827 50366 74193
796 2 42280 37763 80043
796 3 49379 36827 86206
796 4 121734 27688 149422
796 5 124157 3894 128051
796 6 99994 2401 102395
796 7 68347 786 69133
796 8 69641 181 69822
797 0 12167 62250 74417
797 1 25860 48333 74193
797 2 42120 37923 80043
797 3 62022 24184 86206
797 4 133252 16170 149422
797 5 122549 5502 128051
797 6 99293 3102 102395
797 7 68018 1115 69133
797 8 69274 548 69822
798 0 7478 66939 74417
798 1 21557 52636 74193
798 2 16498 63545 80043
798 3 21519 64687 86206
798 4 91187 58235 149422
798 5 117088 10963 128051
798 6 94293 8102 102395
798 7 65451 3682 69133
798 8 68321 1501 69822
799 0 9644 64773 74417
799 1 25528 48665 74193
799 2 19915 60128 80043
799 3 63017 23189 86206
799 4 130103 19319 149422
799 5 119082 8969 128051
799 6 97311 5084 102395
799 7 67108 2025 69133
799 8 68750 1072 69822
800 0 2713 71704 74417
800 1 29414 44779 74193
800 2 47184 32859 80043
800 3 52959 33247 86206
800 4 109041 40381 149422
800 5 117035 11016 128051
800 6 96193 6202 102395
800 7 66476 2657 69133
800 8 68852 970 69822
801 0 31616 42801 74417
801 1 51037 23156 74193
801 2 66918 13125 80043
801 3 69540 16666 86206
801 4 126842 22580 149422
801 5 122065 5986 128051
801 6 98919 3476 102395
801 7 67750 1383 69133
801 8 69396 426 69822
802 0 17567 56850 74417
802 1 41411 32782 74193
802 2 61232 18811 80043
802 3 73834 12372 86206
802 4 142524 6898 149422
802 5 127315 736 128051
802 6 102103 292 102395
802 7 69072 61 69133
802 8 69819 3 69822
803 0 2279 72138 74417
803 1 27686 46507 74193
803 2 59792 20251 80043
803 3 69876 16330 86206
803 4 135479 13943 149422
803 5 126568 1483 128051
803 6 101515 880 102395
803 7 68776 357 69133
803 8 69783 39 69822
804 0 8176 66241 74417
804 1 21666 52527 74193
804 2 31542 48501 80043
804 3 43735 42471 86206
804 4 126390 23032 149422
804 5 123891 4160 128051
804 6 100300 2095 102395
804 7 68244 889 69133
804 8 69653 169 69822
805 0 12583 61834 74417
805 1 20566 53627 74193
805 2 38796 41247 80043
805 3 62911 23295 86206
805 4 111237 38185 149422
805 5 115646 12405 128051
805 6 95951 6444 102395
805 7 66574 2559 69133
805 8 68815 1007 69822
806 0 12685 61732 74417
806 1 24061 50132 74193
806 2 22086 57957 80043
806 3 35421 50785 86206
806 4 122383 27039 149422
806 5 123476 4575 128051
806 6 99651 2744 102395
806 7 68223 910 69133
806 8 69387 435 69822
807 0 27516 46901 74417
807 1 35220 38973 74193
807 2 53787 26256 80043
807 3 73822 12384 86206
807 4 142727 6695 149422
807 5 126869 1182 128051
807 6 101897 498 102395
807 7 69023 110 69133
807 8 69820 2 69822
808 0 29278 45139 74417
808 1 43405 30788 74193
808 2 70382 9661 80043
808 3 84327 1879 86206
808 4 146458 2964 149422
808 5 127351 700 128051
808 6 102181 214 102395
808 7 69107 26 69133
808 8 69798 24 69822
809 0 13083 61334 74417
809 1 23485 50708 74193
809 2 32062 47981 80043
809 3 51582 34624 86206
809 4 106739 42683 149422
809 5 119197 8854 128051
809 6 96598 5797 102395
809 7 66911 2222 69133
809 8 69102 720 69822
810 0 23543 50874 74417
810 1 49110 25083 74193
810 2 71109 8934 80043
810 3 77858 8348 86206
810 4 139687 9735 149422
810 5 127505 546 128051
810 6 102020 375 102395
810 7 69020 113 69133
810 8 69818 4 69822
811 0 2186 72231 74417
811 1 15321 58872 74193
811 2 34969 45074 80043
811 3 53259 32947 86206
811 4 125722 23700 149422
811 5 126271 1780 128051
811 6 101432 963 102395
811 7 68730 403 69133
811 8 69784 38 69822
812 0 15037 59380 74417
812 1 43785 30408 74193
812 2 48456 31587 80043
812 3 63603 22603 86206
812 4 145965 3457 149422
812 5 127422 629 128051
812 6 102153 242 102395
812 7 69077 56 69133
812 8 69809 13 69822
813 0 9540 64877 74417
813 1 21751 52442 74193
813 2 18797 61246 80043
813 3 38152 48054 86206
813 4 121262 28160 149422
813 5 122275 5776 128051
813 6 98414 3981 102395
813 7 67258 1875 69133
813 8 69144 678 69822
814 0 13580 60837 74417
814 1 29410 44783 74193
814 2 34116 45927 80043
814 3 44396 41810 86206
814 4 122558 26864 149422
814 5 119893 8158 128051
814 6 97826 4569 102395
814 7 67372 1761 69133
814 8 69331 491 69822
815 0 23010 51407 74417
815 1 52899 21294 74193
815 2 53193 26850 80043
815 3 61097 25109 86206
815 4 140482 8940 149422
815 5 123984 4067 128051
815 6 100428 1967 102395
815 7 68309 824 69133
815 8 69738 84 69822
816 0 30269 44148 74417
816 1 56182 18011 74193
816 2 59308 20735 80043
816 3 84395 1811 86206
816 4 145015 4407 149422
816 5 127659 392 128051
816 6 102248 147 102395
816 7 69091 42 69133
816 8 69804 18 69822
817 0 5477 68940 74417
817 1 25060 49133 74193
817 2 45702 34341 80043
817 3 80874 5332 86206
817 4 144002 5420 149422
817 5 127462 589 128051
817 6 102018 377 102395
817 7 69035 98 69133
817 8 69770 52 69822
818 0 16926 57491 74417
818 1 22616 51577 74193
818 2 34756 45287 80043
818 3 56288 29918 86206
818 4 118533 30889 149422
818 5 121955 6096 128051
818 6 99023 3372 102395
818 7 67658 1475 69133
818 8 69461 361 69822
819 0 16855 57562 74417
819 1 42548 31645 74193
819 2 43155 36888 80043
819 3 51193 35013 86206
819 4 130122 19300 149422
819 5 119877 8174 128051
819 6 97949 4446 102395
819 7 67175 1958 69133
819 8 68913 909 69822
820 0 11050 63367 74417
820 1 33377 40816 74193
820 2 68993 11050 80043
820 3 79258 6948 86206
820 4 144008 5414 149422
820 5 126968 1083 128051
820 6 101899 496 102395
820 7 68895 238 69133
820 8 69808 14 69822
821 0 7726 66691 74417
821 1 20522 53671 74193
821 2 30793 49250 80043
821 3 55734 30472 86206
821 4 108447 40975 149422
821 5 122044 6007 128051
821 6 98144 4251 102395
821 7 67890 1243 69133
821 8 69485 337 69822
822 0 9735 64682 74417
822 1 44756 29437 74193
822 2 49827 30216 80043
822 3 57183 29023 86206
822 4 134749 14673 149422
822 5 126541 1510 128051
822 6 101419 976 102395
822 7 68821 312 69133
822 8 69761 61 69822
823 0 4200 70217 74417
823 1 27765 46428 74193
823 2 42152 37891 80043
823 3 66830 19376 86206
823 4 129423 19999 149422
823 5 123245 4806 128051
823 6 99345 3050 102395
823 7 68048 1085 69133
823 8 69523 299 69822
824 0 1772 72645 74417
824 1 10735 63458 74193
824 2 23194 56849 80043
824 3 23163 63043 86206
824 4 93172 56250 149422
824 5 111031 17020 128051
824 6 89788 12607 102395
824 7 63667 5466 69133
824 8 67093 2729 69822
825 0 27120 47297 74417
825 1 35598 38595 74193
825 2 40969 39074 80043
825 3 51428 34778 86206
825 4 103464 45958 149422
825 5 115834 12217 128051
825 6 94857 7538 102395
825 7 65481 3652 69133
825 8 68726 1096 69822
826 0 1344 73073 74417
826 1 50416 23777 74193
826 2 40903 39140 80043
826 3 50915 35291 86206
826 4 131200 18222 149422
826 5 125595 2456 128051
826 6 100878 1517 102395
826 7 68635 498 69133
826 8 69643 179 69822
827 0 7214 67203 74417
827 1 23383 50810 74193
827 2 44992 35051 80043
827 3 71186 15020 86206
827 4 120810 28612 149422
827 5 121405 6646 128051
827 6 98021 4374 102395
827 7 67172 1961 69133
827 8 69088 734 69822
828 0 924 73493 74417
828 1 2232 71961 74193
828 2 13483 66560 80043
828 3 14078 72128 86206
828 4 88094 61328 149422
828 5 109674 18377 128051
828 6 88669 13726 102395
828 7 63756 5377 69133
828 8 67018 2804 69822
829 0 957 73460 74417
829 1 4247 69946 74193
829 2 13886 66157 80043
829 3 19704 66502 86206
829 4 86596 62826 149422
829 5 110911 17140 128051
829 6 89444 12951 102395
829 7 62703 6430 69133
829 8 66335 3487 69822
830 0 2191 72226 74417
830 1 9188 65005 74193
830 2 23999 56044 80043
830 3 58424 27782 86206
830 4 112556 36866 149422
830 5 111704 16347 128051
830 6 92418 9977 102395
830 7 64219 4914 69133
830 8 67753 2069 69822
831 0 20560 53857 74417
831 1 32148 42045 74193
831 2 38358 41685 80043
831 3 53834 32372 86206
831 4 133097 16325 149422
831 5 125486 2565 128051
831 6 101060 1335 102395
831 7 68731 402 69133
831 8 69640 182 69822
832 0 4187 70230 74417
832 1 8472 65721 74193
832 2 38459 41584 80043
832 3 61832 24374 86206
832 4 132572 16850 149422
832 5 124106 3945 128051
832 6 100227 2168 102395
832 7 68238 895 69133
832 8 69722 100 69822
833 0 18640 55777 74417
833 1 34744 39449 74193
833 2 66523 13520 80043
833 3 81939 4267 86206
833 4 148334 1088 149422
833 5 127796 255 128051
833 6 102341 54 102395
833 7 69120 13 69133
833 8 69822 0 69822
834 0 19664 54753 74417
834 1 56973 17220 74193
834 2 65560 14483 80043
834 3 69968 16238 86206
834 4 133194 16228 149422
834 5 126533 1518 128051
834 6 101467 928 102395
834 7 68764 369 69133
834 8 69732 90 69822
835 0 6451 67966 74417
835 1 16684 57509 74193
835 2 44455 35588 80043
835 3 51961 34245 86206
835 4 122543 26879 149422
835 5 126095 1956 128051
835 6 100983 1412 102395
835 7 68660 473 69133
835 8 69700 122 69822
836 0 2223 72194 74417
836 1 22589 51604 74193
836 2 21749 58294 80043
836 3 57437 28769 86206
836 4 135881 13541 149422
836 5 124508 3543 128051
836 6 100113 2282 102395
836 7 68443 690 69133
836 8 69717 105 69822
837 0 6512 67905 74417
837 1 21865 52328 74193
837 2 26587 53456 80043
837 3 39046 47160 86206
837 4 122184 27238 149422
837 5 120164 7887 128051
837 6 97910 4485 102395
837 7 67054 2079 69133
837 8 68984 838 69822
838 0 3193 71224 74417
838 1 43806 30387 74193
838 2 56733 23310 80043
838 3 72617 13589 86206
838 4 144837 4585 149422
838 5 127520 531 128051
838 6 102149 246 102395
838 7 69081 52 69133
838 8 69792 30 69822
839 0 3937 70480 74417
839 1 21194 52999 74193
839 2 46513 33530 80043
839 3 78530 7676 86206
839 4 138571 10851 149422
839 5 127006 1045 128051
839 6 101797 598 102395
839 7 68949 184 69133
839 8 69720 102 69822
840 0 17984 56433 74417
840 1 46197 27996 74193
840 2 73524 6519 80043
840 3 77566 8640 86206
840 4 144426 4996 149422
840 5 127460 591 128051
840 6 102185 210 102395
840 7 69073 60 69133
840 8 69819 3 69822
841 0 5421 68996 74417
841 1 44698 29495 74193
841 2 59642 20401 80043
841 3 59558 26648 86206
841 4 120439 28983 149422
841 5 124207 3844 128051
841 6 99524 2871 102395
841 7 68202 931 69133
841 8 69611 211 69822
842 0 24048 50369 74417
842 1 57576 16617 74193
842 2 59316 20727 80043
842 3 71798 14408 86206
842 4 143113 6309 149422
842 5 127852 199 128051
842 6 102260 135 102395
842 7 69103 30 69133
842 8 69822 0 69822
843 0 3408 71009 74417
843 1 10395 63798 74193
843 2 11632 68411 80043
843 3 23232 62974 86206
843 4 112326 37096 149422
843 5 116789 11262 128051
843 6 93937 8458 102395
843 7 65352 3781 69133
843 8 67524 2298 69822
844 0 17497 56920 74417
844 1 43493 30700 74193
844 2 60189 19854 80043
844 3 65329 20877 86206
844 4 136218 13204 149422
844 5 126577 1474 128051
844 6 101639 756 102395
844 7 68852 281 69133
844 8 69782 40 69822
845 0 6807 67610 74417
845 1 28562 45631 74193
845 2 57042 23001 80043
845 3 72513 13693 86206
845 4 134898 14524 149422
845 5 123852 4199 128051
845 6 100432 1963 102395
845 7 68450 683 69133
845 8 69633 189 69822
846 0 896 73521 74417
846 1 10458 63735 74193
846 2 24299 55744 80043
846 3 49436 36770 86206
846 4 93028 56394 149422
846 5 115690 12361 128051
846 6 94840 7555 102395
846 7 65435 3698 69133
846 8 68293 1529 69822
847 0 12505 61912 74417
847 1 16172 58021 74193
847 2 25473 54570 80043
847 3 39081 47125 86206
847 4 107231 42191 149422
847 5 121407 6644 128051
847 6 97366 5029 102395
847 7 67210 1923 69133
847 8 68771 1051 69822
848 0 17565 56852 74417
848 1 34231 39962 74193
848 2 51573 28470 80043
848 3 66438 19768 86206
848 4 125517 23905 149422
848 5 126377 1674 128051
848 6 101171 1224 102395
848 7 68669 464 69133
848 8 69727 95 69822
849 0 7208 67209 74417
849 1 22581 51612 74193
849 2 23637 56406 80043
849 3 53227 32979 86206
849 4 120603 28819 149422
849 5 119614 8437 128051
849 6 96969 5426 102395
849 7 66476 2657 69133
849 8 68913 909 69822
850 0 24434 49983 74417
850 1 56517 17676 74193
850 2 58081 21962 80043
850 3 63455 22751 86206
850 4 130849 18573 149422
850 5 119609 8442 128051
850 6 97499 4896 102395
850 7 66587 2546 69133
850 8 68850 972 69822
851 0 854 73563 74417
851 1 13256 60937 74193
851 2 20603 59440 80043
851 3 19824 66382 86206
851 4 95990 53432 149422
851 5 110556 17495 128051
851 6 89776 12619 102395
851 7 63105 6028 69133
851 8 66775 3047 69822
852 0 13673 60744 74417
852 1 52126 22067 74193
852 2 75817 4226 80043
852 3 80067 6139 86206
852 4 140080 9342 149422
852 5 126378 1673 128051
852 6 101447 948 102395
852 7 68729 404 69133
852 8 69764 58 69822
853 0 6042 68375 74417
853 1 34893 39300 74193
853 2 68128 11915 80043
853 3 71064 15142 86206
853 4 138897 10525 149422
853 5 127080 971 128051
853 6 101970 425 102395
853 7 69013 120 69133
853 8 69795 27 69822
854 0 4368 70049 74417
854 1 25624 48569 74193
854 2 60265 19778 80043
854 3 69807 16399 86206
854 4 137912 11510 149422
854 5 122854 5197 128051
854 6 99728 2667 102395
854 7 67706 1427 69133
854 8 69392 430 69822
855 0 1198 73219 74417
855 1 62147 12046 74193
855 2 59003 21040 80043
855 3 71076 15130 86206
855 4 145275 4147 149422
855 5 127460 591 128051
855 6 102297 98 102395
855 7 69070 63 69133
855 8 69812 10 69822
856 0 11877 62540 74417
856 1 41187 33006 74193
856 2 46643 33400 80043
856 3 64547 21659 86206
856 4 131802 17620 149422
856 5 125580 2471 128051
856 6 100758 1637 102395
856 7 68646 487 69133
856 8 69764 58 69822
857 0 1064 73353 74417
857 1 20201 53992 74193
857 2 24912 55131 80043
857 3 33814 52392 86206
857 4 110426 38996 149422
857 5 114792 13259 128051
857 6 93096 9299 102395
857 7 64853 4280 69133
857 8 68134 1688 69822
858 0 7 74410 74417
858 1 139 74054 74193
858 2 24942 55101 80043
858 3 53660 32546 86206
858 4 120016 29406 149422
858 5 124520 3531 128051
858 6 99774 2621 102395
858 7 68156 977 69133
858 8 69498 324 69822
859 0 9799 64618 74417
859 1 22033 52160 74193
859 2 42779 37264 80043
859 3 67422 18784 86206
859 4 126861 22561 149422
859 5 121634 6417 128051
859 6 98392 4003 102395
859 7 67453 1680 69133
859 8 69068 754 69822
860 0 5916 68501 74417
860 1 17582 56611 74193
860 2 27099 52944 80043
860 3 57086 29120 86206
860 4 105307 44115 149422
860 5 117913 10138 128051
860 6 94793 7602 102395
860 7 65570 3563 69133
860 8 68327 1495 69822
861 0 16324 58093 74417
861 1 29843 44350 74193
861 2 32253 47790 80043
861 3 60817 25389 86206
861 4 127225 22197 149422
861 5 122725 5326 128051
861 6 98642 3753 102395
861 7 67452 1681 69133
861 8 69270 552 69822
862 0 12212 62205 74417
862 1 22469 51724 74193
862 2 36195 43848 80043
862 3 55155 31051 86206
862 4 103783 45639 149422
862 5 117497 10554 128051
862 6 94198 8197 102395
862 7 66718 2415 69133
862 8 68592 1230 69822
863 0 2608 71809 74417
863 1 2213 71980 74193
863 2 3979 76064 80043
863 3 45645 40561 86206
863 4 132180 17242 149422
863 5 124681 3370 128051
863 6 100484 1911 102395
863 7 68500 633 69133
863 8 69709 113 69822
864 0 19924 54493 74417
864 1 53534 20659 74193
864 2 59823 20220 80043
864 3 77054 9152 86206
864 4 139787 9635 149422
864 5 127126 925 128051
864 6 101879 516 102395
864 7 68931 202 69133
864 8 69807 15 69822
865 0 4776 69641 74417
865 1 19553 54640 74193
865 2 29814 50229 80043
865 3 43857 42349 86206
865 4 115030 34392 149422
865 5 123153 4898 128051
865 6 99286 3109 102395
865 7 68057 1076 69133
865 8 69518 304 69822
866 0 4040 70377 74417
866 1 24192 50001 74193
866 2 34105 45938 80043
866 3 77323 8883 86206
866 4 133820 15602 149422
866 5 124514 3537 128051
866 6 100728 1667 102395
866 7 68597 536 69133
866 8 69659 163 69822
867 0 10612 63805 74417
867 1 23804 50389 74193
867 2 52832 27211 80043
867 3 78034 8172 86206
867 4 139018 10404 149422
867 5 125956 2095 128051
867 6 101260 1135 102395
867 7 68736 397 69133
867 8 69728 94 69822
868 0 1512 72905 74417
868 1 18533 55660 74193
868 2 23412 56631 80043
868 3 73497 12709 86206
868 4 121069 28353 149422
868 5 118643 9408 128051
868 6 96448 5947 102395
868 7 66587 2546 69133
868 8 68627 1195 69822
869 0 24878 49539 74417
869 1 35950 38243 74193
869 2 54819 25224 80043
869 3 68613 17593 86206
869 4 120920 28502 149422
869 5 124332 3719 128051
869 6 99920 2475 102395
869 7 68308 825 69133
869 8 69561 261 69822
870 0 8336 66081 74417
870 1 34018 40175 74193
870 2 37258 42785 80043
870 3 61363 24843 86206
870 4 112941 36481 149422
870 5 121027 7024 128051
870 6 98974 3421 102395
870 7 67913 1220 69133
870 8 69448 374 69822
871 0 5315 69102 74417
871 1 12478 61715 74193
871 2 21137 58906 80043
871 3 38912 47294 86206
871 4 123677 25745 149422
871 5 120850 7201 128051
871 6 98500 3895 102395
871 7 67621 1512 69133
871 8 69298 524 69822
